date,total_fare,trip_count,avg_fare
2023-02-19,84726.25063611117,36069,2.3490047030999244
2023-02-20,58707.89435951495,21283,2.758440744233188
2023-02-21,52004.49987868239,28441,2.0
2023-02-22,46796.43309905456,28853,2.0
2023-02-23,50393.18638368521,26588,2.0
2023-02-24,42917.692058985536,14130,3.0373455101900597
2023-02-25,56280.58538587021,23900,2.354836208613816
2023-02-26,74025.46063430917,28585,2.5896610332100463
2023-02-27,53142.02307220655,34699,2.0
2023-02-28,51551.14381819889,32541,2.0
2023-03-01,24214.54119566168,14037,2.0
2023-03-02,74994.39692392334,25185,2.977740596542519
2023-03-03,59242.98355566121,29747,2.0
2023-03-04,94634.4596210424,26628,3.553945456701307
2023-03-05,65059.88260643068,37905,2.0
2023-03-06,60961.9495292027,31952,2.0
2023-03-07,51065.76466482166,33541,2.0
2023-03-08,42600.66722301032,25422,2.0
2023-03-09,74335.1614832629,27068,2.74623767856003
2023-03-10,55498.849713806194,37371,2.0
2023-03-11,58593.28039651937,35599,2.0
2023-03-12,87653.7212232273,30690,2.85610039828046
2023-03-13,50308.90516087424,32367,2.0
2023-03-14,55301.46322190423,27845,2.0
2023-03-15,57579.32483551656,23894,2.409781737487091
2023-03-16,58712.059514210734,25690,2.2854051971277047
2023-03-17,64412.25845356289,26742,2.4086552409529163
2023-03-18,94166.7725804756,25947,3.6291969237474695
2023-03-19,73861.65506081411,22718,3.251239328321776
2023-03-20,54679.37882414249,31918,2.0
2023-03-21,53809.514061516384,30989,2.0
2023-03-22,66706.45728327964,22183,3.007098105904505
2023-03-23,47036.35382397822,23934,2.0
2023-03-24,52871.01571170746,23175,2.2813814762333315
2023-03-25,70441.4145360364,19017,3.7041286499467008
2023-03-26,105993.66759679958,29668,3.572659687097195
2023-03-27,53603.46815047247,36548,2.0
2023-03-28,56955.74174418854,35413,2.0
2023-03-29,55768.1814533588,32070,2.0
2023-03-30,64433.48657766034,25845,2.493073576229845
2023-03-31,81682.604809973,36128,2.260922409487738
2023-04-01,68345.40645630886,32988,2.0718263143054707
2023-04-02,82112.39233961426,35034,2.343791526506087
2023-04-03,57070.3373305238,25828,2.209630530065193
2023-04-04,42018.17734541599,28817,2.0
2023-04-05,77836.34575935816,31011,2.5099592325096958
2023-04-06,48762.90728694405,29641,2.0
2023-04-07,54586.08322496653,23922,2.281836101704144
2023-04-08,98656.1534671422,22966,4.295748213321528
2023-04-09,86663.86192496405,30405,2.850316129747214
2023-04-10,57105.02753037933,29130,2.0
2023-04-11,66233.13169026881,30867,2.1457586318809345
2023-04-12,69293.91329820853,25730,2.6931175009020025
2023-04-13,42014.12781507901,25344,2.0
2023-04-14,65307.839844147325,24863,2.626707953350252
2023-04-15,67417.7051099027,25201,2.675199599615202
2023-04-16,84555.33552916821,38397,2.2021339044500405
2023-04-17,68739.31584021907,23550,2.918866914658984
2023-04-18,55713.65334039907,28798,2.0
2023-04-19,54053.58539762634,22699,2.381320119724496
2023-04-20,51358.23189140362,33542,2.0
2023-04-21,63629.35331518636,28504,2.23229558360884
2023-04-22,116482.13392598782,22387,5.203114929467451
2023-04-23,86372.13654498449,20945,4.123759204821413
2023-04-24,53952.11680536757,29963,2.0
2023-04-25,45389.21296305051,25514,2.0
2023-04-26,50994.74135054996,20966,2.432258959770579
2023-04-27,49809.42729455079,29642,2.0
2023-04-28,72028.2430583979,23248,3.0982554653474663
2023-04-29,86096.28656900085,18629,4.621626848945239
2023-04-30,101713.16250241525,25592,3.974412414130011
2023-05-01,55699.865929653344,18912,2.9452128769909764
2023-05-02,59605.62194788986,29369,2.0295421004422987
2023-05-03,51449.59283076539,24896,2.066580688896425
2023-05-04,61614.45133224474,29892,2.061235492180006
2023-05-05,50735.42040374201,24190,2.09737165786449
2023-05-06,110433.55642908876,33875,3.260031186098561
2023-05-07,71730.22097912374,22196,3.2316733185764885
2023-05-08,58568.41586698039,24310,2.4092314219243267
2023-05-09,63651.361991125465,27692,2.298546944645582
2023-05-10,66105.16861155929,27920,2.3676636322191724
2023-05-11,74276.32817613413,31237,2.3778316796150123
2023-05-12,58552.95023601385,23343,2.5083729698844985
2023-05-13,69995.1653335214,24958,2.804518203923448
2023-05-14,96530.999522118,31736,3.041687658246723
2023-05-15,41698.25520960991,19725,2.113979985278069
2023-05-16,58803.77244269269,23825,2.4681541424005324
2023-05-17,59441.98483020114,20324,2.924718796998678
2023-05-18,58855.574918138,23799,2.473027224595066
2023-05-19,57013.72817248501,32378,2.0
2023-05-20,104637.02815419312,22478,4.655086224494756
2023-05-21,62821.259678767885,20268,3.0995292914331896
2023-05-22,54407.25946683117,28554,2.0
2023-05-23,69910.09385184263,23104,3.025887026135848
2023-05-24,66104.27710821871,22152,2.984122296326233
2023-05-25,42332.429690338,28655,2.0
2023-05-26,55466.85301500875,23556,2.354680464213311
2023-05-27,87144.71718013131,18567,4.693527073847758
2023-05-28,75643.53376899786,29972,2.5238066785332265
2023-05-29,74222.79908399629,32605,2.276423833276991
2023-05-30,52195.90452688859,21510,2.426587844113835
2023-05-31,46157.86596285376,19319,2.389247164079598
2023-06-01,95152.75955519972,44047,2.160255171866409
2023-06-02,90188.77237939692,34883,2.585464907817473
2023-06-03,84014.80744934839,37523,2.239021598735399
2023-06-04,93350.25190996808,26214,3.561083844890825
2023-06-05,62179.10508746639,29924,2.077900851739954
2023-06-06,60905.782022006046,25220,2.414979461618004
2023-06-07,64939.39346952438,24431,2.658073491446293
2023-06-08,55529.54662297647,23393,2.373767649424036
2023-06-09,68206.5921612619,22393,3.045888990365824
2023-06-10,92894.45374962164,21621,4.29649201006529
2023-06-11,112581.64673706742,26932,4.180218577791008
2023-06-12,65929.35643242153,24266,2.7169437250647626
2023-06-13,85964.17833446318,35872,2.3964144272542147
2023-06-14,83954.96607810805,36937,2.272923249806645
2023-06-15,50890.33085230246,19537,2.6048180811947823
2023-06-16,92338.0520121378,39032,2.365701271063174
2023-06-17,106437.75839991611,26071,4.0826112692231264
2023-06-18,106053.99385198604,20514,5.16983493477557
2023-06-19,79709.49848786608,23143,3.444216328387248
2023-06-20,76352.90470829995,24702,3.0909604367379138
2023-06-21,53604.18859037199,19744,2.714960929415113
2023-06-22,72721.63980489348,21806,3.3349371643076897
2023-06-23,88384.61110224077,27514,3.212350479837202
2023-06-24,69904.28231145395,30765,2.272201602842644
2023-06-25,81397.70013281186,26556,3.065134061334985
2023-06-26,69445.70409170871,25077,2.7692987235996616
2023-06-27,66697.29676037685,35298,2.0
2023-06-28,82699.22070637075,31108,2.658455082498738
2023-06-29,59609.74076854489,35322,2.0
2023-06-30,72621.2631329991,35489,2.0463034498858548
2023-07-01,107318.77581961664,28139,3.813880230982503
2023-07-02,107950.0318836101,18446,5.852219011363445
2023-07-03,61413.45304839695,23719,2.589209201416457
2023-07-04,93632.33596224753,25054,3.737221041041251
2023-07-05,75322.99731827628,39877,2.0
2023-07-06,71321.32620865763,28673,2.4874036971596145
2023-07-07,54756.11137037272,38857,2.0
2023-07-08,85687.3580051925,25959,3.3008728381367733
2023-07-09,103579.33995356096,33766,3.0675632279085754
2023-07-10,84054.55534808668,29810,2.8196764625322603
2023-07-11,87722.41335966856,31603,2.775762217500508
2023-07-12,62139.09115661448,29914,2.077257844374356
2023-07-13,73130.0472406617,30193,2.4220861537661613
2023-07-14,72645.32431762107,23512,3.0897126708753437
2023-07-15,96950.1505985924,19445,4.985865291776415
2023-07-16,87975.34429747828,22112,3.9786244707615
2023-07-17,61869.11981936412,23450,2.638341996561369
2023-07-18,65274.44630957377,34630,2.0
2023-07-19,82585.7364807304,34108,2.4213010578377623
2023-07-20,60865.383953540666,22459,2.71006651914781
2023-07-21,88022.22285897819,32283,2.7265812613133287
2023-07-22,123597.53883170092,37824,3.2677014285030914
2023-07-23,122272.9365945854,25547,4.786195506109736
2023-07-24,67561.57474559802,29957,2.2552850667823217
2023-07-25,80624.86348108621,29343,2.747669409436193
2023-07-26,70613.1231729234,42608,2.0
2023-07-27,70522.69803660552,24900,2.832236868939981
2023-07-28,76776.79242530098,21177,3.6254801164140806
2023-07-29,119323.2007512437,33588,3.5525545061106256
2023-07-30,116485.77854731651,19432,5.994533683991175
2023-07-31,59748.01317981043,32451,2.0
2023-08-01,64178.9961290908,21815,2.9419663593440664
2023-08-02,42620.01800697977,19377,2.1995158180822507
2023-08-03,67767.82275324779,23549,2.877736751167684
2023-08-04,71251.13247305786,25503,2.7938333714879766
2023-08-05,96328.09175624615,25262,3.813161735264277
2023-08-06,99419.97369116364,20112,4.943316114318001
2023-08-07,94537.30305155672,31765,2.976146798411986
2023-08-08,55737.61266369701,32112,2.0
2023-08-09,72064.91179797048,21919,3.2877828275911525
2023-08-10,60534.49081908899,24273,2.493902311996415
2023-08-11,86471.82183658463,18917,4.5711170818092
2023-08-12,98870.9197637743,19801,4.9932286128869405
2023-08-13,84011.73824948267,29846,2.8148407910434456
2023-08-14,58302.05069432392,38022,2.0
2023-08-15,84911.0770717408,22328,3.802896680031387
2023-08-16,98496.30241557668,21681,4.542977833844227
2023-08-17,83506.09717201727,33882,2.464615346556203
2023-08-18,65644.3563300638,31420,2.0892538615551817
2023-08-19,71551.38465817628,25471,2.809131351661744
2023-08-20,122952.29764167464,39077,3.1464108719112174
2023-08-21,76574.62387574714,31059,2.465456836206805
2023-08-22,83021.80047286939,26452,3.138583111782451
2023-08-23,80907.1785751537,28671,2.8219168698389905
2023-08-24,76726.60035641199,23934,3.205757514682543
2023-08-25,85397.92627631775,26288,3.248551669062605
2023-08-26,136607.89804660316,29246,4.670994257218189
2023-08-27,96322.59324822674,31566,3.051466554147714
2023-08-28,76209.9514594621,26967,2.826044849611084
2023-08-29,88176.64859378262,23873,3.693572177513619
2023-08-30,67455.99645153062,23236,2.903081272660123
2023-08-31,73682.85980892356,36883,2.0
2023-09-01,59037.34557618436,18860,3.1302940390341654
2023-09-02,108311.16712395631,26307,4.117199495341784
2023-09-03,72343.04643310496,17710,4.084869928464425
2023-09-04,66886.94535292102,37414,2.0
2023-09-05,64040.345058805,25333,2.527941619974144
2023-09-06,77013.68958859282,23302,3.3050248729118885
2023-09-07,69715.7846803292,18730,3.722145471453775
2023-09-08,52004.32054778705,32944,2.0
2023-09-09,83280.81083955242,23345,3.5673939104541623
2023-09-10,86764.49771228316,17338,5.004296788111844
2023-09-11,58457.947631488445,29822,2.0
2023-09-12,57331.53655539126,23976,2.3912052283696723
