date,total_fare,trip_count,avg_fare
2024-03-05,54625.13232242778,15676,3.484634621231678
2024-03-06,80897.4270738739,33524,2.5
2024-03-07,66380.14276205165,30140,2.5
2024-03-08,46004.75397614197,25442,2.5
2024-03-09,91627.69423352515,32867,2.7878326051518285
2024-03-10,75495.53500474173,36727,2.5
2024-03-11,51173.24733349424,32865,2.5
2024-03-12,55079.798842852964,25034,2.5
2024-03-13,71580.1964451694,16812,4.246133336301963
2024-03-14,71922.0889690559,41086,2.5
2024-03-15,81407.81685268038,32925,2.5
2024-03-16,71301.53499929102,27495,2.5932545917181677
2024-03-17,76247.17588870095,26422,2.885745813666677
2024-03-18,76591.59844246827,23048,3.3231342607804697
2024-03-19,69319.76934511891,43262,2.5
2024-03-20,66034.28327103732,40744,2.5
2024-03-21,76820.89025403387,25714,2.9086087413134214
2024-03-22,70972.75581641395,22271,3.1026126561821354
2024-03-23,75655.03842461939,40778,2.5
2024-03-24,75214.36680632175,29735,2.5
2024-03-25,52343.561974233875,25148,2.5
2024-03-26,84956.05667969608,40545,2.5
2024-03-27,68233.07724858428,31417,2.5
2024-03-28,48358.12644283099,17195,2.8123365189200924
2024-03-29,82272.62137556457,22756,3.615425442765186
2024-03-30,78662.3636956043,29188,2.695024109072369
2024-03-31,91890.52114055114,39480,2.5
2024-04-01,75355.7616873822,37274,2.5
2024-04-02,122926.62070921162,38464,3.1958876016329976
2024-04-03,53562.216353922086,37829,2.5
2024-04-04,64192.948511189905,24628,2.6065027006330155
2024-04-05,88897.22129180205,27831,3.1941799177824026
2024-04-06,84696.96365947845,17837,4.748386144501791
2024-04-07,98803.38953878553,43664,2.5
2024-04-08,46285.384872799325,27669,2.5
2024-04-09,80967.237965057,30805,2.628379742413796
2024-04-10,81273.04648142598,36505,2.5
2024-04-11,61219.887542956785,26180,2.5
2024-04-12,83509.42978490265,30870,2.705196948004621
2024-04-13,69571.88667234393,27770,2.5052894012367277
2024-04-14,85572.57688513701,20432,4.188164491245939
2024-04-15,70953.2436848386,22166,3.2009944818568346
2024-04-16,88591.87857278988,49639,2.5
2024-04-17,64510.83014490387,23501,2.7450248987236234
2024-04-18,72396.61026960316,28534,2.5372050981146406
2024-04-19,59420.06315207952,23995,2.5
2024-04-20,72172.23903934337,45302,2.5
2024-04-21,111106.76668759814,27381,4.05780529153786
2024-04-22,45812.01397951639,28271,2.5
2024-04-23,85631.14958806826,37328,2.5
2024-04-24,271331.2982115975,92540,2.932043421348579
2024-04-25,66455.4206249001,19758,3.3634690062202703
2024-04-26,48902.04846745818,19163,2.5518994138422055
2024-04-27,98876.97136412388,19826,4.987237534758593
2024-04-28,115240.22706510886,31254,3.6872153025247605
2024-04-29,62302.18114048856,34188,2.5
2024-04-30,84245.18358297156,36752,2.5
2024-05-01,89212.47213220976,36971,2.5
2024-05-02,71744.99165225723,24988,2.8711778314493848
2024-05-03,66241.88352414868,32047,2.5
2024-05-04,59315.718502826465,27123,2.5
2024-05-05,82479.47083061984,34169,2.5
2024-05-06,74326.81594249854,38453,2.5
2024-05-07,80433.37040513784,29357,2.739836168720845
2024-05-08,59044.87833511781,32353,2.5
2024-05-09,63014.99936083515,23819,2.645577033495745
2024-05-10,55958.77243468442,24841,2.5
2024-05-11,101671.39229849364,28212,3.603834974425551
2024-05-12,122924.64433893535,39048,3.14803944731959
2024-05-13,71350.51600555993,33880,2.5
2024-05-14,82533.38501689793,37985,2.5
2024-05-15,57329.84679979419,31090,2.5
2024-05-16,70466.71260991167,28062,2.5111079969322097
2024-05-17,90028.940464575,28093,3.2046752025264302
2024-05-18,113002.09481116927,28560,3.9566559807832378
2024-05-19,84581.15504016947,19333,4.374962760056353
2024-05-20,78149.90812122541,39477,2.5
2024-05-21,75293.26770218427,30949,2.5
2024-05-22,63844.33288908715,22868,2.7918634287688975
2024-05-23,77717.51614497848,26278,2.957512601605087
2024-05-24,76472.09328771182,26785,2.855034283655472
2024-05-25,77891.34381869722,33799,2.5
2024-05-26,100109.88962826823,39459,2.5370609906046333
2024-05-27,59979.58065005565,25300,2.5
2024-05-28,68208.44154772907,31375,2.5
2024-05-29,54355.46751153513,32438,2.5
2024-05-30,61052.76455921433,29265,2.5
2024-05-31,75896.01585155753,29647,2.559989741004403
2024-06-01,82291.40231574087,20803,3.9557468786108188
2024-06-02,85419.17164801103,27980,3.0528653198002513
2024-06-03,67568.73106162477,31927,2.5
2024-06-04,98702.61606967093,32641,3.0238845644946823
2024-06-05,73764.4730348843,30147,2.5
2024-06-06,92596.87543050686,26416,3.5053329584534696
2024-06-07,75551.81272788094,38884,2.5
2024-06-08,107350.38071358515,19015,5.645563014124909
2024-06-09,83702.70944832396,22421,3.733228198935104
2024-06-10,67182.96173342396,33848,2.5
2024-06-11,103130.77299527696,24709,4.173814116122747
2024-06-12,90370.5103031968,36781,2.5
2024-06-13,106236.97377554282,31620,3.3598030922056554
2024-06-14,77342.00654938222,27292,2.833870971324279
2024-06-15,119383.45785668679,34853,3.425342376744808
2024-06-16,103534.16794627174,23596,4.387784706995751
2024-06-17,116724.74611617584,47417,2.5
2024-06-18,83475.75863964642,31353,2.662448845075317
2024-06-19,103726.55542429799,24061,4.3109827282447934
2024-06-20,89055.9600746411,29869,2.981551443792598
2024-06-21,81740.45076120035,22679,3.6042352291194653
2024-06-22,105977.90661413374,34031,3.1141578741187077
2024-06-23,111697.66469756862,26821,4.164560034956512
2024-06-24,94531.7381445568,27546,3.4317773231887316
2024-06-25,88207.4677913138,27375,3.222190604248906
2024-06-26,67964.60952266802,35064,2.5
2024-06-27,84009.93558303519,33980,2.5
2024-06-28,77632.99366910399,31266,2.5
2024-06-29,144812.73491217828,29153,4.96733560567277
2024-06-30,88484.91146867815,20421,4.333035182835226
2024-07-01,64979.709285695666,21592,3.0094344797006145
2024-07-02,68257.28037268954,35633,2.5
2024-07-03,87799.19076528281,35565,2.5
2024-07-04,72714.12470650565,28145,2.583553906786486
2024-07-05,64145.256330939665,37670,2.5
2024-07-06,86721.22672065102,26555,3.2657212095895694
2024-07-07,119329.76040069714,19899,5.996771717206751
2024-07-08,89916.02228279486,25907,3.4707230587406825
2024-07-09,61700.75592433441,36828,2.5
2024-07-10,83642.3847863599,18293,4.572371113888367
2024-07-11,109681.59901111925,39013,2.8114115554076653
2024-07-12,285917.8350862051,87802,3.2563931924808673
2024-07-13,86770.6581560031,23874,3.63452534790999
2024-07-14,116425.63548493988,25676,4.534414842068075
2024-07-15,102594.0155553448,33345,3.0767436063981046
2024-07-16,93403.12307852761,38191,2.5
2024-07-17,65466.510907902135,24519,2.6700318490926276
2024-07-18,61576.17216137833,28973,2.5
2024-07-19,76057.03568273096,21417,3.551246004703318
2024-07-20,119170.73942569962,29370,4.057566885451128
2024-07-21,91461.50194110654,43443,2.5
2024-07-22,92883.42297969473,40595,2.5
2024-07-23,67101.4814811655,41039,2.5
2024-07-24,61345.899244707376,23226,2.6447790910606956
2024-07-25,63681.8361104085,36730,2.5
2024-07-26,83412.37220116744,35833,2.5
2024-07-27,118861.87108944563,24262,4.905623929494203
2024-07-28,148002.60497285106,21606,6.859196983825618
2024-07-29,64409.35140857219,21559,2.9875852965616305
2024-07-30,68884.79430336299,21187,3.251276457420257
2024-07-31,82416.28680378888,25797,3.1948012095898317
2024-08-01,68606.86166328196,27606,2.5
2024-08-02,61033.34077954491,20156,3.028048262529515
2024-08-03,83946.71361393288,28581,2.9371510308923017
2024-08-04,124173.47855096396,25251,4.917566771651181
2024-08-05,105177.09975320849,23161,4.5411294742545
2024-08-06,103048.53638071794,27678,3.723120759473876
2024-08-07,72479.94687970035,29721,2.5
2024-08-08,94167.11602613972,25429,3.703138779587861
2024-08-09,54150.64486120055,27340,2.5
2024-08-10,117509.49681982421,26408,4.449768888966382
2024-08-11,109822.99869556498,30843,3.560710653813344
2024-08-12,85926.67009450133,29308,2.931850351252263
2024-08-13,80187.1892950628,25706,3.1193958334654477
2024-08-14,75263.9594908147,34459,2.5
2024-08-15,70054.35459108399,23313,3.0049480800876758
2024-08-16,91513.72063291442,28456,3.2159727520703694
2024-08-17,103946.56573243545,30552,3.4022835078697122
2024-08-18,132393.08132270115,24961,5.303997488990872
2024-08-19,78063.46272533979,46148,2.5
2024-08-20,65145.414718729306,31129,2.5
2024-08-21,164395.08599164896,76928,2.5
2024-08-22,102709.30529469291,49820,2.5
2024-08-23,71971.67926083755,34130,2.5
2024-08-24,99239.53724652251,32656,3.0389373238156083
2024-08-25,85690.21138616162,37872,2.5
2024-08-26,50452.20200934941,23087,2.5
2024-08-27,93958.78149606775,24980,3.761360348121207
2024-08-28,77885.33701827485,32916,2.5
2024-08-29,83633.31029290229,31644,2.642943695262997
2024-08-30,69652.82712567538,25160,2.768395354756573
2024-08-31,95715.0137472068,21220,4.510603852366013
2024-09-01,114131.60745701472,25168,4.534790506079733
2024-09-02,40648.23939495945,14301,2.8423354587063456
2024-09-03,53960.11515514326,25241,2.5
2024-09-04,72328.78044341312,20408,3.544138594836002
2024-09-05,62018.17499093157,31568,2.5
2024-09-06,54943.06877834204,29065,2.5
2024-09-07,62356.481487913545,27662,2.5
2024-09-08,130037.93646178805,37221,3.493671219520917
2024-09-09,59317.06329545702,17268,3.4350858985092088
2024-09-10,73048.16839229868,27399,2.6660888496769477
2024-09-11,67520.16226255218,32435,2.5
2024-09-12,86305.4286632227,30161,2.8614909539876896
2024-09-13,59078.86998936228,35997,2.5
2024-09-14,126036.7745158936,29239,4.310570625393947
2024-09-15,76498.53194214222,41517,2.5
2024-09-16,70110.88045847033,27995,2.5044072319510744
2024-09-17,62501.39518106289,17560,3.559304964753012
2024-09-18,59200.35059696637,27475,2.5
2024-09-19,26363.152502261637,13403,2.5
2024-09-20,78456.0615807741,25743,3.0476658346258825
2024-09-21,99464.4016979513,36155,2.7510552260531407
2024-09-22,56904.23804028849,22397,2.5407080430543596
2024-09-23,46365.670213490455,22938,2.5
2024-09-24,74014.3948666564,32163,2.5
2024-09-25,73096.17875192457,33341,2.5
2024-09-26,70932.64404118386,23257,3.0499481464154385
2024-09-27,73267.84835924882,34539,2.5
2024-09-28,98088.52872917909,20169,4.863331287083102
2024-09-29,104020.57420046777,42372,2.5
2024-09-30,82908.90930779968,29547,2.8060009242156454
2024-10-01,74498.94318629967,23846,3.124169386324737
2024-10-02,79266.85406828712,33016,2.5
2024-10-03,62928.76885798041,35234,2.5
2024-10-04,77360.54080770876,27179,2.8463350677989907
2024-10-05,105165.60846394459,25728,4.087593612560036
2024-10-06,89061.47456912472,21814,4.082766781384649
2024-10-07,55388.590754853896,22788,2.5
2024-10-08,78191.14459410968,25259,3.0955756203376885
2024-10-09,79690.93604202174,30198,2.638947481357101
2024-10-10,56788.78671920683,29708,2.5
2024-10-11,51480.64854998412,24220,2.5
2024-10-12,98870.4883960447,26582,3.7194525767829623
2024-10-13,124150.08977035573,26124,4.752338453925728
2024-10-14,60223.63008473347,25756,2.5
2024-10-15,62962.44567994105,39763,2.5
2024-10-16,71522.10868019446,25896,2.7618979255558567
2024-10-17,68470.08877044615,33939,2.5
2024-10-18,46530.31571384299,40203,2.5
2024-10-19,130240.68701755737,42215,3.085175577817301
2024-10-20,116408.37034606896,42477,2.74050357478327
2024-10-21,76319.82954008348,27183,2.8076308553170537
2024-10-22,50642.60759220362,34187,2.5
2024-10-23,80472.49685325792,27270,2.950953313284119
2024-10-24,65768.38278485222,26458,2.5
2024-10-25,242472.22598675007,78464,3.0009363450397775
2024-10-26,117484.59023942001,24491,4.658430454265392
2024-10-27,91486.00655172854,33285,2.669139900108564
2024-10-28,67632.5871586107,20915,3.1402437509979593
2024-10-29,86664.67066122974,20719,4.182859725914848
2024-10-30,69620.99995595157,39370,2.5
2024-10-31,65625.86597421713,35826,2.5
2024-11-01,76005.23452644248,42331,2.5
2024-11-02,118183.32636644962,30889,3.826065148319778
2024-11-03,142531.0489869756,27496,5.1837012287960285
2024-11-04,85187.29048875875,27448,3.1035882573870137
2024-11-05,110377.82271345032,42103,2.6216142012077603
2024-11-06,87250.3432134332,26809,3.254516886621403
2024-11-07,85223.74288759293,51025,2.5
2024-11-08,70954.7292645624,26358,2.6919618053176415
2024-11-09,118920.22023303756,25650,4.636265896024856
2024-11-10,91510.48205086467,20456,4.473527671630068
2024-11-11,102203.92838006976,41151,2.5
2024-11-12,67592.72518261374,45176,2.5
2024-11-13,107415.57863164485,41850,2.566680492990319
2024-11-14,94227.65794912304,41374,2.5
2024-11-15,107931.84967903154,22985,4.695751563151252
2024-11-16,110992.33470654165,20770,5.343877453372251
2024-11-17,101371.1462318792,27214,3.7249631157448078
2024-11-18,339340.8093338978,167342,2.5
2024-11-19,97042.23992786248,29220,3.3210896621445065
2024-11-20,90408.48023652696,35642,2.5365714672725144
2024-11-21,66804.45033078776,31309,2.5
2024-11-22,94511.76203163965,37438,2.524487473466522
2024-11-23,95952.03202068344,30478,3.148239123980689
2024-11-24,111956.13298898473,30429,3.6792577143180756
2024-11-25,75440.54936054187,39159,2.5
2024-11-26,90106.29758695263,21712,4.150068975080722
2024-11-27,114038.76090298228,33654,3.388564833392235
2024-11-28,81398.93242662321,33479,2.5
2024-11-29,91307.76459666944,33065,2.7614627127376212
2024-11-30,164013.84948938768,29476,5.564318411229057
2024-12-01,109366.94010092056,25733,4.250065678347669
2024-12-02,61680.62157311846,23613,2.6121467654731907
2024-12-03,83850.95495702441,43167,2.5
2024-12-04,90672.87346268118,23793,3.810905453817559
2024-12-05,112092.48355989731,32818,3.415579363760659
2024-12-06,93104.89532722696,21241,4.383263279846851
2024-12-07,127565.72607761454,33768,3.777710438214124
2024-12-08,123778.8221126531,25099,4.931623654832985
2024-12-09,85462.47661420527,22424,3.8112056998842876
2024-12-10,121030.60663943036,31623,3.827296797882249
2024-12-11,91432.25609205314,22092,4.138704331525129
2024-12-12,113621.53678104715,37653,3.017595856400477
2024-12-13,98782.43449100581,26886,3.6741216428998666
2024-12-14,95099.5237426682,26261,3.6213214935710063
2024-12-15,107592.69730976093,34855,3.086865508815405
2024-12-16,103768.77631197263,37103,2.7967759025408356
2024-12-17,80603.99759444568,20296,3.971422821957316
2024-12-18,81712.90966939264,23946,3.412382430025584
2024-12-19,79403.64151605005,19590,4.053274196837675
2024-12-20,111628.21760990346,37493,2.977308233801068
2024-12-21,148879.104732495,44212,3.3673913130483806
2024-12-22,101083.80407304587,38576,2.6203806530756397
2024-12-23,74975.36393494942,24088,3.1125607744499093
2024-12-24,116586.17093271256,39155,2.977555125340635
2024-12-25,116023.22025004773,27019,4.294134507200405
2024-12-26,118465.14026129204,27585,4.294549221000255
2024-12-27,84016.04188387588,20384,4.121666104978212
2024-12-28,96609.33127567208,32786,2.9466641638404223
2024-12-29,117857.70526266993,28180,4.1823174330259025
2024-12-30,87533.141366319,23985,3.6494951580704194
2024-12-31,59772.04036029682,25246,2.5
