date,total_fare,trip_count,avg_fare
2023-02-19,84726.25063611117,36069,2.3490047030999244
2023-02-20,58707.89435951495,21283,2.758440744233188
2023-02-21,52004.499878682385,28441,2.0
2023-02-22,46796.433099054564,28853,2.0
2023-02-23,50393.18638368521,26588,2.0
2023-02-24,42917.692058985536,14130,3.0373455101900593
2023-02-25,56280.58538587021,23900,2.354836208613816
2023-02-26,74025.46063430917,28585,2.5896610332100463
2023-02-27,53142.023072206546,34699,2.0
2023-02-28,51551.14381819889,32541,2.0
2023-03-01,24214.54119566168,14037,2.0
2023-03-02,74994.39692392334,25185,2.977740596542519
2023-03-03,59242.98355566121,29747,2.0
2023-03-04,94634.4596210424,26628,3.553945456701307
2023-03-05,65059.88260643068,37905,2.0
2023-03-06,60961.9495292027,31952,2.0
2023-03-07,51065.76466482166,33541,2.0
2023-03-08,42600.667223010314,25422,2.0
2023-03-09,74335.1614832629,27068,2.74623767856003
2023-03-10,55498.849713806194,37371,2.0
2023-03-11,58593.28039651937,35599,2.0
2023-03-12,87653.7212232273,30690,2.8561003982804594
2023-03-13,50308.90516087424,32367,2.0
2023-03-14,55301.46322190423,27845,2.0
2023-03-15,57579.324835516556,23894,2.409781737487091
2023-03-16,58712.059514210734,25690,2.2854051971277047
2023-03-17,64412.25845356289,26742,2.4086552409529163
2023-03-18,94166.77258047559,25947,3.6291969237474695
2023-03-19,73861.65506081411,22718,3.251239328321776
2023-03-20,54679.37882414249,31918,2.0
2023-03-21,53809.514061516384,30989,2.0
2023-03-22,66706.45728327964,22183,3.007098105904505
2023-03-23,47036.35382397822,23934,2.0
2023-03-24,52871.01571170746,23175,2.2813814762333315
2023-03-25,70441.4145360364,19017,3.7041286499467008
2023-03-26,105993.66759679958,29668,3.572659687097195
2023-03-27,53603.468150472465,36548,2.0
2023-03-28,56955.74174418854,35413,2.0
2023-03-29,55768.1814533588,32070,2.0
2023-03-30,64433.48657766034,25845,2.493073576229845
2023-03-31,81682.604809973,36128,2.260922409487738
2023-04-01,68345.40645630886,32988,2.0718263143054707
2023-04-02,82112.39233961426,35034,2.343791526506087
2023-04-03,57070.3373305238,25828,2.209630530065193
2023-04-04,42018.17734541599,28817,2.0
2023-04-05,77836.34575935816,31011,2.5099592325096953
2023-04-06,48762.90728694405,29641,2.0
2023-04-07,54586.08322496653,23922,2.281836101704144
2023-04-08,98656.15346714221,22966,4.295748213321528
2023-04-09,86663.86192496405,30405,2.850316129747214
2023-04-10,57105.02753037933,29130,2.0
2023-04-11,66233.13169026881,30867,2.1457586318809345
2023-04-12,69293.91329820853,25730,2.6931175009020025
2023-04-13,42014.12781507901,25344,2.0
2023-04-14,65307.839844147325,24863,2.626707953350252
2023-04-15,67417.7051099027,25201,2.675199599615202
2023-04-16,84555.33552916821,38397,2.2021339044500405
2023-04-17,68739.31584021907,23550,2.918866914658984
2023-04-18,55713.65334039907,28798,2.0
2023-04-19,54053.58539762634,22699,2.381320119724496
2023-04-20,51358.23189140362,33542,2.0
2023-04-21,63629.35331518636,28504,2.2322955836088396
2023-04-22,116482.13392598782,22387,5.203114929467451
2023-04-23,86372.13654498449,20945,4.123759204821413
2023-04-24,53952.11680536757,29963,2.0
2023-04-25,45389.21296305051,25514,2.0
2023-04-26,50994.74135054996,20966,2.432258959770579
2023-04-27,49809.42729455079,29642,2.0
2023-04-28,72028.2430583979,23248,3.0982554653474663
2023-04-29,86096.28656900085,18629,4.621626848945239
2023-04-30,101713.16250241523,25592,3.974412414130011
2023-05-01,55699.865929653344,18912,2.9452128769909764
2023-05-02,59605.621947889864,29369,2.0295421004422987
2023-05-03,51449.59283076539,24896,2.066580688896425
2023-05-04,61614.45133224474,29892,2.061235492180006
2023-05-05,50735.42040374201,24190,2.09737165786449
2023-05-06,110433.55642908876,33875,3.260031186098561
2023-05-07,71730.22097912374,22196,3.2316733185764885
2023-05-08,58568.41586698039,24310,2.4092314219243267
2023-05-09,63651.361991125465,27692,2.298546944645582
2023-05-10,66105.16861155929,27920,2.3676636322191724
2023-05-11,74276.32817613413,31237,2.3778316796150123
2023-05-12,58552.95023601385,23343,2.5083729698844985
2023-05-13,69995.1653335214,24958,2.8045182039234478
2023-05-14,96530.999522118,31736,3.041687658246723
2023-05-15,41698.25520960991,19725,2.113979985278069
2023-05-16,58803.77244269269,23825,2.4681541424005324
2023-05-17,59441.98483020114,20324,2.924718796998678
2023-05-18,58855.574918137994,23799,2.4730272245950666
2023-05-19,57013.72817248501,32378,2.0
2023-05-20,104637.02815419313,22478,4.655086224494756
2023-05-21,62821.259678767885,20268,3.0995292914331896
2023-05-22,54407.25946683117,28554,2.0
2023-05-23,69910.09385184263,23104,3.0258870261358477
2023-05-24,66104.27710821871,22152,2.984122296326233
2023-05-25,42332.429690338,28655,2.0
2023-05-26,55466.85301500875,23556,2.354680464213311
2023-05-27,87144.71718013131,18567,4.693527073847758
2023-05-28,75643.53376899786,29972,2.5238066785332265
2023-05-29,74222.79908399629,32605,2.276423833276991
2023-05-30,52195.90452688859,21510,2.426587844113835
2023-05-31,46157.86596285376,19319,2.389247164079598
2023-06-01,95152.75955519971,44047,2.160255171866409
2023-06-02,90188.77237939692,34883,2.585464907817473
2023-06-03,84014.80744934839,37523,2.239021598735399
2023-06-04,93350.25190996808,26214,3.561083844890825
2023-06-05,62179.10508746639,29924,2.077900851739954
2023-06-06,60905.782022006046,25220,2.4149794616180036
2023-06-07,64939.39346952438,24431,2.658073491446293
2023-06-08,55529.54662297647,23393,2.373767649424036
2023-06-09,68206.5921612619,22393,3.045888990365824
2023-06-10,92894.45374962164,21621,4.29649201006529
2023-06-11,112581.64673706742,26932,4.180218577791008
2023-06-12,65929.35643242153,24266,2.7169437250647626
2023-06-13,85964.17833446318,35872,2.3964144272542147
2023-06-14,83954.96607810805,36937,2.272923249806645
2023-06-15,50890.33085230246,19537,2.6048180811947823
2023-06-16,92338.0520121378,39032,2.365701271063174
2023-06-17,106437.75839991613,26071,4.0826112692231264
2023-06-18,106053.99385198604,20514,5.16983493477557
2023-06-19,79709.49848786608,23143,3.444216328387248
2023-06-20,76352.90470829995,24702,3.0909604367379138
2023-06-21,53604.18859037199,19744,2.714960929415113
2023-06-22,72721.63980489348,21806,3.3349371643076897
2023-06-23,88384.61110224077,27514,3.212350479837202
2023-06-24,69904.28231145395,30765,2.272201602842644
2023-06-25,81397.70013281186,26556,3.065134061334985
2023-06-26,69445.70409170871,25077,2.7692987235996616
2023-06-27,66697.29676037685,35298,2.0
2023-06-28,82699.22070637075,31108,2.658455082498738
2023-06-29,59609.74076854489,35322,2.0
2023-06-30,72621.2631329991,35489,2.0463034498858548
2023-07-01,107318.77581961665,28139,3.813880230982503
2023-07-02,107950.0318836101,18446,5.852219011363445
2023-07-03,61413.45304839695,23719,2.589209201416457
2023-07-04,93632.33596224751,25054,3.737221041041251
2023-07-05,75322.99731827628,39877,2.0
2023-07-06,71321.32620865763,28673,2.4874036971596145
2023-07-07,54756.11137037272,38857,2.0
2023-07-08,85687.3580051925,25959,3.3008728381367733
2023-07-09,103579.33995356095,33766,3.0675632279085754
2023-07-10,84054.55534808668,29810,2.8196764625322603
2023-07-11,87722.41335966856,31603,2.775762217500508
2023-07-12,62139.09115661448,29914,2.0772578443743557
2023-07-13,73130.0472406617,30193,2.4220861537661613
2023-07-14,72645.32431762107,23512,3.0897126708753433
2023-07-15,96950.15059859239,19445,4.985865291776415
2023-07-16,87975.34429747828,22112,3.9786244707614995
2023-07-17,61869.11981936412,23450,2.6383419965613695
2023-07-18,65274.44630957377,34630,2.0
2023-07-19,82585.7364807304,34108,2.4213010578377623
2023-07-20,60865.383953540666,22459,2.71006651914781
2023-07-21,88022.22285897819,32283,2.7265812613133287
2023-07-22,123597.53883170093,37824,3.2677014285030914
2023-07-23,122272.93659458541,25547,4.786195506109736
2023-07-24,67561.57474559802,29957,2.2552850667823217
2023-07-25,80624.86348108621,29343,2.747669409436193
2023-07-26,70613.1231729234,42608,2.0
2023-07-27,70522.69803660552,24900,2.832236868939981
2023-07-28,76776.79242530098,21177,3.6254801164140806
2023-07-29,119323.2007512437,33588,3.5525545061106256
2023-07-30,116485.77854731653,19432,5.994533683991175
2023-07-31,59748.01317981043,32451,2.0
2023-08-01,64178.9961290908,21815,2.9419663593440664
2023-08-02,42620.01800697977,19377,2.1995158180822507
2023-08-03,67767.82275324779,23549,2.877736751167684
2023-08-04,71251.13247305786,25503,2.7938333714879766
2023-08-05,96328.09175624617,25262,3.813161735264277
2023-08-06,99419.97369116363,20112,4.943316114318001
2023-08-07,94537.30305155672,31765,2.976146798411986
2023-08-08,55737.61266369701,32112,2.0
2023-08-09,72064.91179797048,21919,3.2877828275911525
2023-08-10,60534.49081908899,24273,2.493902311996415
2023-08-11,86471.82183658463,18917,4.5711170818091995
2023-08-12,98870.9197637743,19801,4.9932286128869405
2023-08-13,84011.73824948267,29846,2.8148407910434456
2023-08-14,58302.05069432392,38022,2.0
2023-08-15,84911.0770717408,22328,3.802896680031387
2023-08-16,98496.30241557669,21681,4.542977833844227
2023-08-17,83506.09717201727,33882,2.464615346556203
2023-08-18,65644.3563300638,31420,2.0892538615551817
2023-08-19,71551.38465817628,25471,2.809131351661744
2023-08-20,122952.29764167464,39077,3.1464108719112174
2023-08-21,76574.62387574714,31059,2.465456836206805
2023-08-22,83021.80047286939,26452,3.138583111782451
2023-08-23,80907.1785751537,28671,2.8219168698389905
2023-08-24,76726.60035641199,23934,3.205757514682543
2023-08-25,85397.92627631775,26288,3.248551669062605
2023-08-26,136607.89804660316,29246,4.670994257218189
2023-08-27,96322.59324822674,31566,3.051466554147714
2023-08-28,76209.9514594621,26967,2.8260448496110837
2023-08-29,88176.64859378262,23873,3.693572177513619
2023-08-30,67455.99645153062,23236,2.903081272660123
2023-08-31,73682.85980892356,36883,2.0
2023-09-01,59037.34557618436,18860,3.1302940390341654
2023-09-02,108311.16712395631,26307,4.117199495341784
2023-09-03,72343.04643310496,17710,4.084869928464425
2023-09-04,66886.94535292102,37414,2.0
2023-09-05,64040.345058805,25333,2.5279416199741442
2023-09-06,77013.68958859282,23302,3.3050248729118885
2023-09-07,69715.7846803292,18730,3.722145471453775
2023-09-08,52004.32054778705,32944,2.0
2023-09-09,83280.81083955242,23345,3.5673939104541623
2023-09-10,86764.49771228316,17338,5.004296788111844
2023-09-11,58457.947631488445,29822,2.0
2023-09-12,57331.53655539126,23976,2.3912052283696723
2023-09-13,39207.41401929588,15650,2.5052660715205035
2023-09-14,47226.93322404891,26251,2.0
2023-09-15,61583.18641577907,26407,2.332078101101188
2023-09-16,76443.93718236986,32826,2.328761871149999
2023-09-17,59512.413884733185,33255,2.0
2023-09-18,58979.682658223086,32052,2.0
2023-09-19,51077.35209523831,30363,2.0
2023-09-20,73838.52829666898,29482,2.5045291464849395
2023-09-21,78593.44716301493,24109,3.2599214883659604
2023-09-22,71639.94779874447,28536,2.5105112068525535
2023-09-23,83609.4405039247,22714,3.6809650657710975
2023-09-24,67994.09419316532,25187,2.699570976819999
2023-09-25,65327.128867692176,24900,2.623579472598079
2023-09-26,44760.606858503386,34112,2.0
2023-09-27,58916.8306390782,35530,2.0
2023-09-28,60908.83790712985,25469,2.391489179281866
2023-09-29,51415.112363498425,26212,2.0
2023-09-30,74082.44596212603,35736,2.0730480737107126
2023-10-01,73689.35887621938,24156,3.050561304695288
2023-10-02,76323.44498523271,34762,2.195599936287691
2023-10-03,57656.87957311208,24473,2.3559383636297992
2023-10-04,81921.20989347604,35110,2.3332728537019665
2023-10-05,60204.675395360224,14345,4.196910100757074
2023-10-06,74273.79978123178,36759,2.020560945108185
2023-10-07,76547.48739758808,26320,2.908339186838453
2023-10-08,67785.07141549375,19354,3.502380459620427
2023-10-09,51551.45886855962,38168,2.0
2023-10-10,52891.89135594417,21095,2.507318860201193
2023-10-11,60224.42024148152,22320,2.698226713328025
2023-10-12,51156.896127896995,30154,2.0
2023-10-13,64487.99773705474,20302,3.176435707666966
2023-10-14,78409.90856014082,23635,3.317533681410654
2023-10-15,119756.2182506347,28542,4.19578930175302
2023-10-16,72486.9204820804,36668,2.0
2023-10-17,66626.93063720528,25674,2.5951129795592927
2023-10-18,73471.39840878945,22271,3.2989716855457525
2023-10-19,70498.84640081877,26425,2.6678844427935204
2023-10-20,42577.31827522005,25275,2.0
2023-10-21,84833.9807975547,26483,3.203337265323215
2023-10-22,73840.9325806293,19972,3.6972227408686815
2023-10-23,48459.729385179104,29548,2.0
2023-10-24,56737.633206377956,32616,2.0
2023-10-25,48601.93335801708,22142,2.1950109907875115
2023-10-26,53206.27861250306,27928,2.0
2023-10-27,61003.3641192415,30299,2.0133787953147464
2023-10-28,59739.31686559731,35205,2.0
2023-10-29,77072.23047289002,22778,3.3836258878255343
2023-10-30,56639.462152509244,29129,2.0
2023-10-31,64019.155525253096,31060,2.0611447368078912
2023-11-01,55757.99518456671,23764,2.34632196534955
2023-11-02,69638.8604351995,17115,4.068878786748437
2023-11-03,102544.03881401732,32124,3.192131702590503
2023-11-04,128752.65690428622,25972,4.957363965204306
2023-11-05,64430.80627931504,20238,3.1836548215888447
2023-11-06,59814.4886924865,28711,2.083330037006252
2023-11-07,76444.3806775005,28128,2.717732532618761
2023-11-08,71945.84808213574,20378,3.5305647306966206
2023-11-09,77217.66326224928,20545,3.7584649920783293
2023-11-10,53899.62145945619,17126,3.1472393705159516
2023-11-11,104760.37604085231,23172,4.520989817057324
2023-11-12,78630.00642998789,36172,2.173781002708943
2023-11-13,53398.675358819826,37196,2.0
2023-11-14,99748.43812021869,20417,4.885558021267507
2023-11-15,80415.77292115652,24874,3.232924858131242
2023-11-16,82065.7660218009,31745,2.585155647245264
2023-11-17,107450.50840600194,20405,5.265891125018473
2023-11-18,82570.71237612086,24037,3.4351504919965414
2023-11-19,82364.94946224279,30220,2.7255112330325213
2023-11-20,82591.90857547693,32659,2.5289172532985376
2023-11-21,59439.13558988264,24375,2.438528639584929
2023-11-22,67924.69671217541,33579,2.0228326249196047
2023-11-23,86984.15374757082,29364,2.9622719570756986
2023-11-24,56689.383018201464,27520,2.059933975952088
2023-11-25,78881.9768526339,19363,4.0738509968824
2023-11-26,140081.09810101768,31947,4.38479663508366
2023-11-27,87717.09366356913,31627,2.7734876423172965
2023-11-28,57482.968068813396,24647,2.332250094080959
2023-11-29,97247.20573093674,36019,2.699886330296142
2023-11-30,84547.15375910154,22980,3.679162478638013
2023-12-01,55286.84262412168,22904,2.4138509703161755
2023-12-02,69544.71519344431,24989,2.7830131335165196
2023-12-03,115896.45637719458,31221,3.712131462067025
2023-12-04,76621.80571193725,21469,3.5689508459610253
2023-12-05,79106.68536640973,34659,2.2824283841544686
2023-12-06,85067.69650276632,24694,3.4448731069395935
2023-12-07,59390.85721378377,23666,2.5095435313861136
2023-12-08,74667.24369400268,32366,2.306965448124658
2023-12-09,75116.94675851786,19038,3.9456322491079874
2023-12-10,110929.02027750427,27192,4.0794726492168385
2023-12-11,75130.60342833336,33610,2.235364576862046
2023-12-12,74516.65038972463,26261,2.8375404740765635
2023-12-13,67661.13202275374,35181,2.0
2023-12-14,104318.29463069815,30435,3.4275766266041776
2023-12-15,82615.84934004939,18111,4.561639298771431
2023-12-16,132967.73342548936,40861,3.254147804152844
2023-12-17,128252.12097071424,25244,5.080499166959049
2023-12-18,73339.31362795887,25397,2.8877156210559853
2023-12-19,79429.53859734455,26856,2.957608675802225
2023-12-20,58759.37239576027,18817,3.1226748363586263
2023-12-21,75033.13001806945,20946,3.582217608043037
2023-12-22,60966.01876976445,24801,2.4582080871644068
2023-12-23,124077.233580147,24524,5.059420713592685
2023-12-24,134822.52157907505,30880,4.366014299840513
2023-12-25,80795.59311730058,25562,3.1607696235545175
2023-12-26,58647.27700231202,23700,2.474568649886583
2023-12-27,72250.16842628717,26089,2.76937285546733
2023-12-28,99285.7533990308,29409,3.376032962665538
2023-12-29,78491.81130052664,31530,2.4894326451166076
2023-12-30,124237.03696455888,36009,3.4501662630053285
2023-12-31,73234.36566505962,20450,3.581142575308539
